,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,From ProPublica,,Form 990 - Top Block,,,,,Part I - Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part II - Signature Block,"Part VII - Compensation of Officers,Directors, etc.",,,,,,,,,,,,,,,,,,,,Part IX - Statement of Functional Expenes,,,,,,,,,,,,,,,,,,,,,,,,,,Part X - Balance Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,Carlyle Place,175,Macon,GA,2022/12/31,2023/11/14,58-2345439,"$20,929,031 ",501(c)3),WWW.CARLYLEPLACE.ORG,1997,7,306,250,0,0,"15,817,621","16,791,862","6,493,967","4,079,279","45,294","12,800","22,356,882","20,883,941",0,0,"9,245,792","8,959,047",0,"8,561,811","11,279,275","17,807,603","20,239,172","4,549,279","644,769","135,213,897","121,293,189","72,459,374","75,116,284","62,754,523","46,176,905",,Elbert McQueen,0,"548,381","37,798",Troy Cannaday,"161,027",0,"10,472",,,,,,,,,,,,,850,,6905666,175450,1351982,525949,369033,,,696,,208636,2803908,483533,36254,36655,,1921722,83060,158089,1025091,,2537725,12153,,20239172,"1,104,488","2,494,229",,,,,"146,128","644,617",,,,,,,"29,608","32,609",,,"84,999,210","51,871,554","29,738,949","33,127,656","102,519,423","80,725,959","1,549,853","4,268,119",,,,,"125,448",0,"135,213,897","121,293,189","874,277","4,898,911",,,"17,277,316","38,107,074","33,057,314","32,110,299",,,,,,,,,"21,250,467",0,"72,459,374","75,116,284","62,754,523","46,176,905",,,,,,,,,"62,754,523","46,176,905","135,213,897","121,293,189",,321,226,55,40,70.4%,17.1%,12.5%
,21,Charles E. Smith Life Communities,9,Rockville,MD,2022/12/31,2023/11/14,53-0196508,"$65,783,650 ",501(c)(3),WWW.SMITHLIFECOMMUNITIES.ORG,1916,23,825,131,"3,050,487","5,575,279","55,320,972","55,262,192","29,866,234","2,545,583","2,391,115","2,400,596","90,628,808","65,783,650","252,110","144,366","42,805,809","43,175,303","1,423,020","21,494,673","23,693,107","64,652,982","67,120,783","25,975,826","-1,337,133","285,489,018","241,248,968","21,981,328","18,478,336","263,507,690","222,770,632",SCHIAVI WALLACE & ROWE PC,Bruce J Lederman,"649,886",0,"71,472",Terri Tanner-Hill,0,"454,337","47,504",Brenda Rice,"275,317",0,"10,396",,,,,Elisa Gil-Pires,"451,406",0,"39,535","144,366","1,714,140","34,755,189","1,138,091","3,023,189","2,544,694",0,"181,723","197,031",0,"108,007",0,"1,229,211","128,443","482,842","813,171",0,"1,554,340",0,"48,683","138,078",0,"1,917,855","983,053","1,638,331","67,120,783","76,148","61,691","12,415,358","9,498,720","9,902,382","10,005,084","5,700,346","5,749,469",,0,,0,,0,"165,233","138,335","857,651","790,774","48,301,269","36,396,221","13,024,124","11,905,048","234,381,016","194,707,224","548,941","580,933",,0,,0,"8,417,819","7,811,690","285,489,018","241,248,968","10,388,663","10,390,950",,,,,,,,,,,"4,403,629","4,047,047",,,"7,189,036","4,040,339","21,981,328","18,478,336","217,495,157","181,719,897","46,012,533","41,050,735",,,,,,,"263,507,690","222,770,632","285,489,018","241,248,968",,783,149,78,556,19.0%,10.0%,71.0%
,22,"St. Camillus Health Center, Inc.",17,Wauwatosa,WI,2023/9/30,2024/7/17,39-1079224,"$28,596,434 ",501(c)(3),www.stcam.com,1923,11,0,20,"19,946","4,090","24,378,471","28,592,267",131,77,0,0,"24,398,548","28,596,434",0,0,"12,100,181","14,772,978",0,"13,410,222","13,620,235","25,510,403","28,393,213","-1,111,855","203,221","16,525,918","16,542,793","41,571,345","41,330,652","-25,045,427","-24,787,859",WIPFLI LLP,Shannon Angell,0,"234,688","19,538",Christopher Cherney,0,0,0,Amber Donovan,0,"75,202","3,444",,,,,,,,,,,"12,434,184",,"1,520,311","818,483","4,592,126","12,801","13,904",,,,"1,752,969","7,375","1,321,158",,,"3,321,179","56,711","3,173",,,"901,491","285,178","188,662","28,393,213","1,050","1,050",,,,,"1,326,258","1,628,797",,,,,,,"78,475","81,584",,5,"34,690,673","22,130,742","12,855,388","12,559,931",,,,,,,,,"2,264,747","2,271,426","16,525,918",Liabilities,"846,339","1,274,349",,,,,,,,,,,,,,,"40,725,006","40,056,303","41,571,345","41,330,652","-25,045,427","-24,787,859",,,,,,,,,"-25,045,427","-24,787,859","16,525,918","16,542,793",,682,433,199,50,63.5%,29.2%,7.3%
,23,Dunwoody Village,68,Newtown Square,PA,2022/12/31,2023/9/20,23-1379512,"$39,879,463 ",501(c)(3),www.dunwoody.org,1974,16,585,108,"4,009,889","19,941","37,157,062","38,624,370","1,895,766","751,196","49,705","68,830","43,112,422","39,464,337","913,655","1,165,113","20,507,935","22,069,647",0,"15,736,111","16,580,514","37,157,701","39,815,274","5,954,721","-350,937","142,529,302","152,617,504","107,270,799","116,729,407","35,258,503","35,888,097",CLIFTONLARSONALLEN LLP,Maureen Casey,"368,997",0,"5,967",Wesley Kuehnle,"140,803","140,803","7,916",Kathryn Barton,"63,427",0,175,,,,,Elaine Kaiser,"155,419",0,"21,212",,"624,283","17,247,349","537,219","2,611,238","1,049,558",,"62,098","71,870",,,"14,708","2,355,665","413,230","588,678","340,941",,"5,397,710","5,618",,"468,506",,"5,398,124","500,549","126,718","39,815,274","6,976,484","7,782,740","7,290,846","7,290,846",,,"2,082,631","2,957,204",,,,,,,"53,758","56,128","868,321","937,440","167,739,400","69,840,383","90,989,484","97,899,017","33,639,680","28,479,470","628,098","507,266",,,,,,"6,707,393","142,529,302",,"8,139,511","7,218,940",,,"49,213,245","49,391,094","48,899,018","59,069,987",,,,,,,,,"1,019,025","1,049,386","107,270,799","116,729,407","31,021,369","31,675,796","4,237,134","4,212,301",,,,,,,"35,258,503","35,888,097","142,529,302","152,617,504",,467,305,81,81,65.3%,17.3%,17.3%
,24,Seabury,83,Bloomfield,CT,2023/9/30,2024/3/11,06-0293500,"$43,437,363 ",501(c)(3),www.seaburylife.org,1876,16,486,32,"308,283","4,267,264","34,748,734","37,420,412","1,306,194","1,602,992","1,840,184","140,931","38,203,395","43,431,599",0,0,"18,033,332","20,144,889",0,"22,733,086","22,874,670","40,766,418","43,019,559","-2,563,023","412,040","129,665,157","130,891,910","142,244,964","141,976,714","-12,579,807","-11,084,804",CLIFTONLARSONALLEN LLP,Renee J Bernasconi,"411,296",0,"55,865",Ruslan Kuzmenko,0,169186,30209,Michael Oakes,"162,546",0,"25,544",,,,,Christine Dupont,"115,147",0,"28,166",,"898,653","15,588,441","490,247","1,987,422","1,180,126",,"24,613","97,200",,,"93,312","309,320","389,842","321,144",,,"1,884,984","58,044",,"3,912,516",,"7,097,236","782,351","1,506,195","43,019,559","4,270,973","992,530","3,053,677","8,455,812","62,500",,"1,404,531","1,628,862",,,,,"128,604","125,000",,,"891,314","989,996","176,377,964","90,085,122","91,348,215","86,292,842","22,706,456","25,719,987","534,963","543,224",,,,,"5,263,924","6,143,657","129,665,157","130,891,910","2,298,431","2,553,520",,,"27,215,189","27,986,778","79,512,245","78,372,626",,,,,,,,,"33,219,099","33,063,790","142,244,964","141,976,714","-18,663,010","-17,650,463","6,083,203","6,565,659",,,,,,,"-12,579,807","-11,084,804","129,665,157","130,891,910",,441,253,116,72,57.4%,26.3%,16.3%
,25,Westminster Canterbury of the Blue Ridge,124,Charlottesville,VA,2023/6/30,2024/4/30,52-1447069,"$44,056,365 ",501(c)(3),www.westminstercanterbury.org,1985,13,388,0,"149,929","76,027","39,871,985","42,036,334","2,967,141","1,110,030","829,416","833,974","43,818,471","44,056,365",0,0,"17,708,541","19,252,994","567,048","20,538,389","21,555,676","38,246,930","40,808,670","5,571,541","3,247,695","196,364,946","211,020,907","170,202,432","175,025,870","26,162,514","35,995,037",CLIFTONLARSONALLEN LLP,Gary B Selmenczi,"533,972",0,"46,792",Anna D Buchanan,"226,118","226,118","25,851",John Kovaleski,"195,100",0,"37,909",Bethanie Constant,"144,399",0,"33,376",Deidra Massie,"151,042",0,"23,635",,"955,190","14,761,422","846,193","1,650,563","1,039,626",,,,,,,"2,793,371","109,357",,,,"2,407,338","60,179",,"2,025,881",,"9,339,683","448,371","210,559","40,808,670","6,232,163","8,563,731",,,,,"516,763","448,165",,,,,"55,403","28,765",,,"292,361","453,536","238,414,790","116,372,924","116,308,505","122,041,866",,,"52,131,537","56,095,087",,,,,"20,828,214","23,389,757","196,364,946",,"3,998,190","4,283,684",,,"74,053,934","82,787,438","59,023,680","57,526,972",,,,,,,,,"33,126,628","30,427,776","170,202,432","175,025,870","14,479,842","22,254,305","11,682,672","13,740,732",,,,,,,"26,162,514","35,995,037","196,364,946","211,020,907",,389,280,57,52,72.0%,14.7%,13.4%
,26,The Hill at Whitemarsh,127,Lafayette Hill,PA,2022/12/31,2023/10/26,83-0344521,"$49,635,816 ",501(c)(3),www.thehillatwhitemarsh.org,2001,16,418,100,"3,465,102","844,951","35,221,970","39,319,635","330,346","233,239","297,619","448,884","39,315,037","40,846,709",0,0,"16,311,874","18,073,088",0,"29,902,755","32,110,730","46,214,629","50,183,818","-6,899,592","-9,337,109","237,675,792","234,929,225","303,070,976","310,230,844","-65,395,184","-75,301,619",CLIFTONLARSONALLEN LLP,Judith McGruther,"460,943",0,"20,192",William McCormick,"266,214","266,214","25,066",Peter Fleming,"303,570",0,"24,270",,,,,Christine Dwyer,"255,171",0,"13,037",,"1,322,133","14,097,289","154,838","1,247,481","1,251,347",,"159,600","91,820",,,"31,938","996,160","902,965","6,412,815","665,107",,"3,071,337",,"32,546","7,692,162",,"10,877,358","820,575","159,874","50,183,818","17,220,654","17,908,671","1,011,224","289,326",,,"1,846,687","2,190,634",,,,,,,"167,069","188,410","1,124,561","1,401,234","300,166,741","105,309,304","196,905,784","194,857,437","14,138,873","13,735,329",,,,,,,"5,260,940","4,358,184","237,675,792",,"4,858,912","3,907,424",,,"152,671,325","162,801,993","137,067,218","138,131,175",,,,,,,"4,132,690","1,141,624","4,340,831","4,248,628","303,070,976","310,230,844","-65,434,525","-75,349,748","39,341","48,129",,,,,,,"-65,395,184","-75,301,619","237,675,792","234,929,225",,382,294,28,60,77.0%,7.3%,15.7%
,27,Brewster Place,154,Topeka,KS,2022/12/31,2023/8/17,48-0669554,"$24,399,450 ",501(c)(3),brewsterliving.org/,1958,14,534,40,"3,006,445","147,117","21,692,563","21,629,856","559,560","150,131","134,446","54,809","25,393,014","21,981,913",0,0,"13,616,407","13,430,864","275,586","10,573,875","11,347,029","24,190,282","24,777,893","1,202,732","-2,795,980","55,530,899","71,354,150","55,643,678","74,588,041","-112,779","-3,233,891",FORVIS LLP,Walter J Ewert,"168,433",0,"17,721",Melissa Reynolds,0,"135,112","27,600",Leanna Chaffe,"65,604",0,"9,480",,,,,,,,,0,"621,380","9,927,228","282,167","1,814,836","785,253",0,"16,047","104,553",0,0,"47,658","650,214","104,407","746,978","297,456",0,"1,592,449","26,945","86,892","1,342,738",0,"3,641,466","320,191","272,326","24,777,893","341,623","37,027","3,328,291","852,863",0,0,"846,432","1,050,489",0,0,0,0,0,0,0,0,"157,893","247,918","90,759,855","50,959,394","40,478,175","39,800,461","9,611,022","9,239,934","75,994","63,746",0,0,0,0,"691,469","20,061,712","55,530,899","71,354,150","1,155,912","1,936,272",0,0,"7,990,300","8,851,377","29,362,757","48,297,402",0,0,0,0,"653,480","527,150",0,0,"16,481,229","14,975,840","55,643,678","74,588,041","-273,329","-3,387,531","160,550","153,640",,,,,,,"-112,779","-3,233,891","55,530,899","71,354,150",,346,221,28,97,63.9%,8.1%,28.0%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Shell Point Retirement Community,1,Fort Myers,FL,2023/6/30,2024/3/20,59-1166437,"$165,543,029 ",501(c)(3),WWW.SHELLPOINT.ORG,1967,17,1459,1059,"6,078,159","4,141,571","121,561,574","127,128,772","-9,532,712","-521,447","5,389,191","-28,817,550","123,496,212","101,931,346","355,365","280,520","55,673,408","58,326,893",0,"72,950,491","82,593,611","128,979,264","141,201,024","-5,483,052","-39,269,678","769,977,524","765,515,804","615,467,845","643,184,790","154,509,679","122,331,014",FORVIS LLP,Martin Schappell,"835,113",0,"25,724",Burke Rainey,"421,225","421,225","25,724",Adam Hinds,"442,114",0,"25,724",,,,,,,,,0,"2,523,052","46,171,458","1,205,499","4,475,402","3,951,482","2,649,694","171,456","253,709",0,0,"130,325","6,858,155","1,261,727","223,099","1,230,253",0,"6,806,154","77,595","40,845","7,076,489",0,"36,333,002","4,814,087","5,672,076","141,201,024","26,770,662","20,792,145",0,"10,647,348","4,425,806","3,697,724","4,605,297","3,399,034",0,0,0,0,0,0,"1,158,740","1,781,379","6,275,455","6,154,547","899,128,216","315,189,926","585,332,541","583,938,290","104,239,006","100,356,754",0,0,0,0,0,0,"37,170,017","34,748,583","769,977,524","765,515,804","13,715,865","16,323,250",0,0,"244,957,896","263,221,540","212,387,964","203,752,516",0,0,0,0,0,0,0,0,"144,406,120","159,887,484","615,467,845","643,184,790","151,634,111","120,496,010","2,875,568","1,835,004",,,,,,,"154,509,679","122,331,014","769,977,524","765,515,804",,"1,870","1,334",356,180,71.3%,19.0%,9.6%
,,Charlestown Community,2,Catonsville,MD,2022/12/31,2023/10/31,52-1315965,"$124,115,863 ",501(c)(3),WWW.ERICKSONCOMMUNITIES.COM,1984,15,1344,855,"3,787,760","5,450,439","85,470,789","93,033,469","5,209,046","3,057,661","391,759","415,038","94,859,354","101,956,607","200,176","253,643","44,923,008","48,361,781","292,296","58,743,064","61,849,506","103,866,248","110,464,930","-9,006,894","-8,508,323","306,805,066","302,034,357","525,746,934","541,307,188","-218,941,868","-239,272,831",RSM US LLP,Richard A Grove JR,0,0,0,Gladstone James,"142,577","142,577","16,417",,,,,,,,,,,,,"50,472","719,305","37,924,367","667,490","6,119,537","2,931,082","3,377,765","151,330","94,204",,,"270,611","10,389,011","2,955,728","8,826,391",,,"4,276,905","179,362",,"4,593,167",,"21,921,312","1,389,544",,"110,464,930","5,406","2,338","16,684,986","31,270,118",,,"2,670,812","3,277,359",,,,,"6,661,282","5,095,150","223,683","189,052","1,762,324","1,940,036","445,815,618","270,619,723","182,894,575","175,195,895","87,487,692","71,822,379","8,414,306","9,729,460",,,,,0,"3,512,570","306,805,066","302,034,357","11,153,708","10,192,254",,,,,"140,291,812","136,524,077","1,739,190","1,852,790",,,,,,,"372,562,224","392,738,067","525,746,934","541,307,188","-220,685,904","-240,865,049","1,744,036","1,592,218",,,,,,,"-218,941,868","-239,272,831","306,805,066","302,034,357",,"1,713","1,402",208,103,81.8%,12.1%,6.0%
,,John Knox Village,3,Lee’s Summit,MO,2023/3/31,2024/2/12,23-7365138,"$93,580,640 ",501(c)(3),WWW.JKV.ORG,1974,9,1131,200,7715338,233286,62592003,65070145,4260069,1573004,1434992,1543238,"76,002,402","68,419,673",0,0,"40,696,437","39,782,732",0,"40,024,785","39,601,037","80,721,222","79,383,769","-4,718,820","-10,964,096","191,307,617","192,698,383","263,022,526","278,230,522","-71,714,909","-85,532,139",CLIFTONLARSONALLEN LLP,Daniel Rexroth,"740,999",0,"36,992",Richard K Klockenga,"363,249","363,249","46,831",Richard Scott,"141,558",0,"3,533",,,,,Marybeth Roberts,"141,558",0,"8,695",,"2,140,245","31,679,846","798,032","2,669,729","2,494,880",,"231,457","122,911","2,897",,"99,000","6,053,838","935,463","5,339,529","1,246,671",,"4,294,941","498,670","52,388","5,842,259",,"10,957,515","1,723,124","178,693","79,383,769","5,065,554","5,995,841","1,652,230","898,790",,,"3,135,802","5,140,579",,,,,,,"447,142","609,636","926,175","721,493","285,570,986","157,460,852","120,976,355","128,110,134","54,986,951","47,040,362","1,535,006","1,531,194",,,"647,337","735,334","1,935,065","1,915,020","191,307,617","192,698,383","12,543,872","10,218,168",,,"83,093,539","99,456,821","124,711,355","122,076,875",,,,,"4,847,186","5,306,758",,,"37,826,574","41,171,900","263,022,526","278,230,522","-71,714,909","-85,532,139",,,,,,,,,"-71,714,909","-85,532,139","191,307,617","192,698,383",,"1,315","1,011",182,122,76.9%,13.8%,9.3%
,,Cross Keys Village – The Brethren Home Community,4,New Oxford,PA,2023/6/30,2024/4/3,23-1409664,"$49,914,817 ",501(c)(3),WWW.CROSSKEYSVILLAGE.COM,1987,4,612,394,"2,646,455","1,961,142","41,920,988","44,755,551","104,548","1,104,598","318,289","262,285","44,990,280","48,083,576",,0,"24,143,212","24,101,282",0,"21,314,674","24,355,500","45,457,886","48,456,782","-467,606","-373,206","190,036,797","192,442,428","106,913,175","104,131,978","83,123,622","88,310,450",BAKER TILLY US LLP,Jeffrey M Evans,"348,247",0,"34,470",Scott A Sowers,"204,085","204,085","38,133",Joy Bodnar,"223,727",0,"19,458",,,,,Oliver Hazan,"132,885",0,"15,992",,"926,348","17,449,675","664,053","3,752,874","1,308,332",,"193,105","92,937","2,858",,"68,482","4,290,610","86,727","1,629,464",,,"2,733,122","88,345",,"1,187,980",,"9,369,120","603,898","606,153","48,456,782","3,357","3,163","2,469,069","2,612,098",,,"3,092,739","2,777,041",0,0,0,0,,,,,"945,356","1,025,304","253,892,687","130,475,070","124,981,369","123,417,617","28,326,129","28,255,416","264,783","264,783","29,793,453","33,892,811",,,"160,542","194,195","190,036,797","192,442,428","4,273,961","4,653,945",,,"70,615,762","71,542,963","30,470,761","26,922,372","84,005","76,299",0,0,,,,,"1,468,686","936,399","106,913,175","104,131,978","70,699,424","72,534,009","12,424,198","15,776,441",,,,,,,"83,123,622","88,310,450","190,036,797","192,442,428",,983,590,123,270,60.0%,12.5%,27.5%
,,Panorama,5,Lacey,WA,2023/7/31,2024/3/20,94-3048988,"$78,991,287 ",501(c)(3),WWW.PANORAMA.ORG,1964,7,426,400,"390,433","1,270,398","46,361,375","52,554,962","293,732","625,549","25,790","28,850","47,071,330","54,479,759","140,481","334,229","21,989,140","23,132,453","157,071","24,241,148","26,013,611","46,370,769","49,480,293","700,561","4,999,466","219,048,634","227,546,047","123,410,879","126,469,770","95,637,755","101,076,277",RSM US LLP,Charles W Strader,"574,001",0,"93,763",Charles W Strader,"574,001","574,001","93,763",Mathew Murray,"553,666",0,"112,484",,,,,Jillian Huentelman,"210,535",0,"25,806","312,825","1,705,140","17,605,639","570,061","1,443,382","1,808,231",,"103,983","82,866",,,,"1,692,217","120,262","377,344",,,"5,384,877","95,085",,"907,480",,"11,730,743","852,401","93,497","49,480,293","6,807,794","5,142,887","6,956,186","5,592,792",,,"750,027","1,931,908",,,,,,,"24,565","23,267","742,489","775,908","334,544,615","160,761,444","171,550,783","173,783,171","31,686,543","39,184,001",,,,,,,"530,247","1,112,113","219,048,634","227,546,047","4,659,048","5,307,450",,,"86,841,731","90,243,737","28,839,372","27,561,430",,,,,,,,,"3,070,728","3,357,153","123,410,879","126,469,770","95,626,975","101,066,007","10,780","10,270",,,,,,,"95,637,755","101,076,277","219,048,634","227,546,047",,969,784,45,140,80.9%,4.6%,14.4%
,,John Knox Village of Florida,6,Pompano Beach,FL,2023/12/31,2024/5/8,59-1800721,"$161,645,276 ",501(c)(3),WWW.JOHNKNOXVILLAGE.COM,1978,13,769,14,"1,007,155","894,403","63,855,117","72,842,627","2,235,239","8,370,247","1,178,019","185,981","68,275,530","82,293,258","2,585,752",0,"29,086,710","27,824,919",0,"39,194,240","43,993,100","70,866,702","71,818,019","-2,591,172","10,475,239","394,794,211","399,292,593","359,180,895","351,141,880","35,613,316","48,150,713",CLIFTONLARSONALLEN LLP,Salvatore Barbera,"366,458",0,"15,049",Douglas Folsom,"249,543","249,543","12,753",Mark Dobosz,"204,451",0,"21,306",Charles Williams,"237,052",0,"21,993",Kimberly Ali,"263,630",0,"22,188",,"1,239,729","21,601,854","311,610","3,075,236","1,596,490",,"549,776",,,,"460,676","6,101,635","297,419","1,774,887",,,"6,105,111","122,126",,"3,981,351",,"10,866,568","1,757,545","99,890","71,818,019","285,312","1,274,994","3,962,269","5,608,422",,,"2,381,140","2,528,392",,,,,0,"209,000","184,137","405,426","2,684,377","2,335,888","424,985,297","144,978,604","230,337,927","280,006,693","154,185,361","104,058,804","686,209","686,209",,,,,"87,479","2,178,765","394,794,211","399,292,593","20,027,766","19,350,544",,,"85,927,006","80,087,188","242,907,427","240,688,395",,,,,,,,,"10,318,696","11,015,753","359,180,895","351,141,880","35,240,960","48,150,713","372,356",0,,,,,,,"35,613,316","48,150,713","394,794,211","399,292,593",,932,674,64,194,72.3%,6.9%,20.8%
,,Brethren Village,7,Lititz,PA,2023/6/30,2024/2/20,23-1425014,"$100,730,568 ",501(c)(3),WWW.BV.ORG,1897,12,566,290,"2,346,682",1926925,"44,787,921","47,412,386","2,353,772","3,168,346","623,221","669,721","50,111,596","53,177,378",0,0,"19,405,569","20,107,884","246,299","31,580,800","31,374,364","50,986,369","51,482,248","-874,773","1,695,130","191,047,452","189,318,354","190,696,415","186,481,762","351,037","2,836,592",BAKER TILLY US LLP,John N Snader,"219,193",0,"26,543",Rodney L Martzall,"146,941","146,941","27,696",,,,,,,,,F Scott Wissler,"105,802",0,"12,997",,"409,178","15,800,253","260,607","2,443,286","1,194,560","230,881","20,417","52,146","3,020",,"190,101","9,946,627","292,885","691,068","585,456",,"1,700,596","3,422","32,650","5,161,067",,"8,168,009","441,046","959,748","51,482,248","291,063","28,761","887,719","371,754","827,654","717,145","2,116,149","1,266,708",,,,,,,,,"1,786,801","1,952,500","239,641,873","125,754,380","118,371,290","113,887,493","65,554,259","69,558,555",,,,,,,"1,212,526","1,535,438","191,047,452","189,318,354","5,548,079","6,119,320",,,"38,142,683","38,386,125","111,776,886","108,265,876",,,,,"733,206","648,376",,,"34,495,561","33,062,065","190,696,415","186,481,762","-17,063,705","-15,874,361","17,414,742","18,710,953",,,,,,,"351,037","2,836,592","191,047,452","189,318,354",,858,577,141,140,67.2%,16.4%,16.3%
,,Friendship Village Tempe,8,Tempe,AZ,2023/12/31,2024/5/14,86-0564702,"$479,501 ",501(c)(3),,1986,15,0,15,"63,127","111,896",,0,"74,979","239,507","2,300",5,"140,406","351,408","154,001","138,164",,0,0,"54,627","61,557","208,628","199,721","-68,222","151,687","4,460,370","4,612,057",,0,"4,460,370","4,612,057",GRASS COFFEY & SCHARLAU CPA'S PC,Ty Hofflander,0,0,0,Jerry Maples,0,0,0,,,,,,,,,,,,,"50,956",,,,,,,110,"3,855",,,"39,805",,,"2,146",,,,,,,,,,,"199,721","84,780","91,764","51,230","106,975",,,,,,,,,,,,,,,,,,,"4,324,360","4,413,318",,,,,,,,,"4,460,370","4,612,057",,,,,,,,,,,,,,,,,,,0,0,"4,459,370","4,607,057","1,000","5,000",,,,,,,"4,460,370","4,612,057","4,460,370","4,612,057",,799,580,91,128,72.6%,11.4%,16.0%
,,Mennonite Home Communities,10,Lancaster,PA,2023/6/30,2024/2/19,23-1413689,"$51,305,120 ",501(c)(3),WWW.MENNONITEHOME.ORG,1903,14,623,244,"1,687,589","889,436","43,244,647","44,083,572","2,842,694","2,257,808","334,636","408,887","48,109,566","47,639,703","18,641","46,611","21,657,596","22,526,495","171,041","24,779,216","24,801,466","46,455,453","47,374,572","1,654,113","265,131","196,485,253","207,676,338","124,424,511","130,481,760","72,060,742","77,194,578",BAKER TILLY US LLP,John Sauder,"233,370",0,"21,153",Gregory L Fulmer,"175,799","175,799","20,165",Daniel Mortensen,"155,453",0,"16,209",,,,,,,,,"27,739","1,034,156","16,966,352","631,291","2,599,396","1,295,300",,"155,423","73,228",512,,"128,352","4,554,940","205,628","3,550,671","833,142",,"3,445,530","43,380",,"1,247,391",,"8,979,235","411,642","230,175","47,374,572","11,071,951","3,188,393",,"8,000,000","439,603","224,810","2,041,441","1,984,703",,,,,,,"38,626","45,842","789,505","810,856","232,871,951","96,417,221","132,108,697","136,454,730","43,084,107","48,390,257",,,,,,,"6,911,323","8,576,747","196,485,253","207,676,338","3,487,647","4,493,185",,,"49,854,271","55,443,480","40,669,871","38,387,082","7,074","6,992",,,,,,,"30,405,648","32,151,021","124,424,511","130,481,760","64,072,391","68,750,290","7,988,351","8,444,288",,,,,,,"72,060,742","77,194,578","196,485,253","207,676,388",,780,535,85,160,68.6%,10.9%,20.5%
,,Westminster Canterbury Richmond,11,Richmond,VA,2023/9/30,2024/8/2,23-7162493,"$143,079,702 ",501(c)(3),WWW.WCRICHMOND.ORG,1975,18,742,220,"3,819,831","2,842,653","68,182,587","74,567,688","7,212,343","5,173,424",-71540,0,"79,143,221","82,583,765","4,346,149","4,296,988","23,158,262","23,952,291",0,"38,134,672","41,251,816","65,639,083","69,501,095","13,504,138","13,082,670","448,300,698","498,596,055","342,260,683","369,702,985","106,404,015","128,893,070",CLIFTONLARSONALLEN LLP,John Burns,0,"506,159","62,696",W Russell Gardner,"361,591",0,"50,012",Jason Collins,"140,298",0,"24,763",,,,,Stacey Nannery,0,"148,487","32,120",,"284,268","21,928,153",,"26,254","1,713,616","14,328,436",833,,,,"503,595","3,566,838","5,528","597,801",,,"2,277,289","44,689",,"3,249,205",,"14,027,249","10,564","2,639,789","69,501,095","20,151,661","34,455,310","41,888","66,403",,,"265,361","724,480",,,,,0,"105,361","88,415","90,854","740,611","753,718","367,674,530","211,270,645","145,972,033","156,403,885","59,159,625","66,153,023","72,874,507","82,310,034",,,,,"149,006,597","157,532,987","448,300,698","498,596,055","12,474,469","30,896,457",,,"120,928,810","128,858,545","190,923,814","188,751,958",,,,,,,,,"17,933,590","21,196,025","342,260,683","369,702,985","91,166,139","113,173,956","14,873,876","15,719,114",,,,,,,"106,040,015","128,893,070","448,300,698","498,596,055",,780,485,137,158,62.2%,17.6%,20.3%
,,John Knox Village of Central Florida Inc,12,Orange City,FL,2022/12/31,2023/9/29,59-1831906,"$56,404,703 ",501(c)(3),WWW.JOHNKNOX.COM,1979,8,693,100,"465,024","381,629","42,308,774","41,309,736","3,747,997","1,885,423","9,795,303","3,415,171","56,317,098","46,991,959",0,0,"19,948,585","20,147,653",0,"18,124,344","19,858,079","38,072,929","40,005,732","18,244,169","6,986,227","183,731,535","186,436,277","57,080,431","62,024,320","126,651,104","124,411,957",CLIFTONLARSONALLEN LLP,Dennis Stark,0,0,0,Cynthia Pohl,"156,314","156,314","21,922",Joseph Trainor,"309,628",0,"29,158",William O'Connor,0,0,0,,,,,,"517,024","15,707,943",,"2,806,160","1,116,526",,"184,623","103,021",,,"170,103","875,880","417,109","256,067","368,080",,"3,273,628","4,397",,,,"5,634,152","1,258,508","983,761","40,005,732","7,239,773","10,376,760",,,,,"1,850,052","1,472,714",,,,,,,"243,594","386,177","428,503","545,412","201,843,071","92,470,823","90,161,042","109,372,248","75,438,324","57,002,291",,,,,,,"8,370,247","7,280,675","183,731,535","186,436,277","3,906,904","4,623,414",,,"34,565,952","35,212,752",,,,,,,,,,,"18,607,575","22,188,154","57,080,431","62,024,320","124,611,266","122,668,860","2,039,838","1,743,097",,,,,,,"126,651,104","124,411,957","183,731,535","186,436,277",,752,553,49,150,73.5%,6.5%,19.9%
